Duration (in seconds),LocationLatitude,LocationLongitude,AW_1,AW_2,AW_3,AW_4,AW_5,ATT_1,ATT_2,ATT_3,USE_1,USE_2,USE_3,USE_4,USE_5,SE_1,SE_2,SE_3,PENJ_1,PENJ_2,PENJ_3,PENJ_4,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,EE_1,EE_2,EE_3,EE_4,PR_1,PR_2,PR_3,PR_4,SI_1,SI_2,SI_3,SI_4,FC_1,FC_2,FC_3,FC_4,BI_1,BI_2,BI_3,Age,Gender,Education,Field_Teaching,Text_Field,Experience,Open_ended
471,40.3292,-74.5691,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,1,2,2,3,5,1,5,3,1,2,3,5,5,5,1,1,5,2,,6,I think that it promotes the development of writing skills and the helps to improve the quality of work overall.
298,40.3592,-74.0634,4,4,4,4,4,4,4,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,5,5,1,5,3,3,5,3,4,4,3,4,1,4,4,5,5,5,1,1,4,2,,5,
513,40.7359,-73.9904,4,4,3,3,4,3,3,3,1,1,1,1,2,3,3,4,3,4,4,3,3,4,1,1,1,4,3,3,3,3,5,3,2,3,3,3,4,3,4,4,4,4,4,4,4,2,1,4,2,,5,"Students are interested in it, so effectively incorporating and embracing it generates engagement as we are all still learning how to integrate it into what we do."
1183,41.0817,-74.1863,2,1,1,4,4,4,3,4,1,1,1,1,1,4,3,4,3,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,3,4,2,4,4,4,4,4,2,2,4,7,,5,I think AI could be useful in generating discussion questions. 
1070,40.289,-74.0099,4,4,3,2,3,4,4,3,2,1,1,1,1,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,2,2,2,5,,3,
278,40.7359,-73.9904,4,3,4,2,4,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,3,1,1,2,3,4,2,2,5,5,5,5,4,4,4,3,3,3,4,2,4,4,4,1,1,4,7,,4,"I think it won't at all; over time, I think it's basically game-over for undergraduate education as we know it."
311,43.4437,-79.7564,4,4,4,2,5,3,4,4,1,1,2,1,1,4,2,4,3,5,4,4,4,4,3,3,2,1,2,3,2,2,1,3,4,5,3,3,2,4,1,1,4,2,3,4,4,2,2,4,2,,5,Yes
332,43.4437,-79.7564,4,3,3,2,4,3,2,2,1,1,1,2,1,1,2,4,2,3,2,2,3,4,4,4,2,2,3,3,3,2,2,4,4,4,1,2,1,1,4,2,3,4,4,4,4,2,1,4,2,,5,"As it relates to assignments, I think there may be a role for students to use AI as a tool to generate and refine interesting solutions.  But it would need to have strong guide rails and clear learning objectives as it relates to how ai was used by a student in preparing an assignment. "
339,41.3948,-73.3214,2,2,2,4,2,2,2,2,2,4,4,2,2,3,2,2,3,4,3,3,2,4,3,3,2,3,4,3,3,3,5,4,4,4,3,3,2,4,1,1,1,1,3,4,4,2,1,2,2,,3,
1238,40.488,-74.4544,4,4,2,2,4,4,4,2,3,3,1,1,4,5,5,4,3,4,5,3,4,4,1,1,1,4,4,4,3,2,1,2,2,4,2,2,2,2,2,4,4,4,4,4,4,3,2,2,7,,5,Be more prepared for discussions. (I teach 100% asynchronous online courses.) 
384,40.4172,-3.684,4,4,4,4,3,4,4,4,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,2,2,2,2,3,3,4,3,4,4,4,3,1,4,2,,5,
559,-41.314,173.2367,5,5,4,5,4,3,2,2,2,3,3,1,3,4,4,3,3,2,2,1,2,2,3,1,1,1,4,4,4,4,5,3,4,5,3,1,2,1,5,3,4,5,2,2,3,2,4,2,4,,5,
411,43.6514,-79.3851,5,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,2,2,2,3,3,2,2,4,4,2,4,2,2,4,4,4,4,4,3,1,4,2,,5,Asking them to use the tools in specific ways that link to my targeted learning outcomes 
778,40.6412,-74.9094,4,1,2,1,4,2,2,3,1,1,1,4,1,2,3,4,3,2,3,2,3,3,3,2,3,3,2,4,2,3,3,4,4,4,1,1,3,2,3,4,3,4,2,4,3,3,2,4,5,,5,The developmental stage of students in my class may facilitate themgetting more excited about learning with the use ofAI tools
458,39.7505,-75.3323,3,2,1,1,2,3,3,3,1,1,1,1,1,3,3,3,,4,3,3,4,4,4,4,4,4,2,2,2,2,4,5,4,4,3,3,3,3,2,1,1,2,4,4,4,2,2,4,2,,5,I think students are going to have to use AI tools in the workplace so it makes sense to start incorporating their use in the classroom to properly prepare our students for the careers they are entering. 
560,40.7021,-74.4049,5,5,5,4,4,4,5,5,3,3,4,3,4,5,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,2,2,3,3,3,3,4,4,4,4,5,5,5,3,1,2,2,,5,I believe that allowing students to use AI to prepare for class and then have them interact in class on a specific case study that will not be reviewed before hand. 
416,40.7869,-74.2535,2,2,2,2,5,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,1,1,1,1,2,3,3,3,1,1,1,2,2,4,1,,5,No. I have no interest in using Generative AI in my English classroom.
584,43.3309,-79.8872,4,4,3,3,3,4,5,5,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,5,3,5,3,3,3,4,3,2,5,3,4,4,4,3,1,4,2,,5,Going beyond the required learning materials
333,44.8554,-92.6308,4,5,4,3,4,5,5,4,4,2,3,2,3,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,3,3,5,5,4,5,3,4,3,3,4,2,4,3,5,5,5,1,2,4,2,,2,"I think it can alter discussions and conversations from being about ""What is this concept"" to more applied uses where AI can spit out the answer but the students have to use their own judgement on how to apply it."
366,43.2262,-79.8621,2,4,1,3,5,2,3,3,1,1,2,1,3,5,4,5,3,3,3,3,3,3,2,1,4,3,3,4,3,3,4,5,4,5,3,4,3,2,3,3,4,3,3,3,4,1,1,4,2,,4,Reducing language barriers and facilitating writing for non-native speakers
282,41.0911,-73.9199,5,4,4,4,5,1,2,2,1,1,1,1,2,3,1,3,3,4,3,3,1,1,1,1,1,3,3,3,3,3,5,5,5,5,1,1,1,1,3,3,3,3,1,1,1,3,2,4,1,,5,
527,39.7077,-75.1139,4,4,2,2,4,3,2,3,3,3,1,1,3,2,1,4,3,2,2,2,4,2,3,3,3,3,3,3,3,3,5,4,4,5,3,3,3,3,3,1,3,3,4,4,4,3,1,4,2,,5,
1936,40.7476,-74.2599,4,4,2,4,5,5,5,5,4,3,4,2,5,4,3,4,4,5,4,4,5,3,5,3,2,4,4,4,4,4,2,4,5,5,3,3,3,4,2,2,3,4,4,5,4,3,2,3,7,,5,Encourage them to use creative and critical thinking skills to come up with the right prompts
2158,43.6653,-79.4343,5,2,4,4,5,4,4,4,2,1,2,2,3,3,3,4,5,5,5,5,4,3,2,2,3,2,4,4,3,2,3,2,2,3,1,3,1,1,2,1,2,2,4,4,4,2,1,4,10,Philosophy within a business school,5,
367,40.7869,-74.2535,1,2,4,4,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,5,5,5,5,4,2,5,1,3,5,5,5,1,1,1,3,1,4,10,Earth Science; Remote Sensing ,5,No.
1058,40.7869,-74.2535,4,4,4,1,4,4,4,4,2,2,1,1,4,4,2,4,4,4,4,3,4,3,1,1,3,3,2,4,2,1,5,4,2,5,1,1,1,1,1,1,3,1,4,3,4,2,2,3,5,,5,Perhaps I can find ideas for stimulating discussion.
357,40.9735,-73.9607,4,4,4,3,3,5,5,5,4,2,4,3,2,3,3,4,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,3,4,3,3,4,4,2,2,5,5,5,1,2,4,2,,3,"I don't use the AI tools to enhance student engagement. I don't think it can significantly help the interaction or engagement with students. However, I use it mostly when I need to prepare for the teaching materials to get an idea or create any document such as assignment guideline to save my time. "
579,43.6752,-79.3472,4,2,2,4,4,4,4,4,3,2,3,1,3,5,4,2,4,5,4,4,4,4,4,2,3,4,4,4,4,4,5,5,5,4,4,5,3,4,5,1,5,4,4,4,4,2,1,4,2,,5,
405,40.8342,-74.1014,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,3,4,3,4,4,4,4,4,4,4,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,1,4,6,,5,
1913,40.8125,-74.2134,4,5,3,3,5,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,5,5,4,5,3,3,3,3,3,3,3,1,5,5,5,2,1,4,2,,5,"Generative AI tools are already built into many real world management tools. Thus, it's a simple reflection of reality."
441,40.7924,-74.0096,1,1,1,1,1,1,1,1,2,2,5,3,5,3,3,3,5,5,4,5,3,3,5,4,3,5,3,3,3,3,4,5,3,4,3,3,3,3,,,,,,,,5,4,5,11,,6,
374,34.2548,-118.588,4,4,4,2,4,3,3,3,1,1,1,1,2,3,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,3,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,3,1,4,4,,5,it is just another web search tool.
242,40.9451,-74.2531,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,3,3,3,3,3,3,3,3,5,5,5,3,1,4,2,,5,
426,40.9572,-74.1604,4,4,4,4,4,5,5,5,3,2,4,1,4,4,4,4,5,5,5,5,4,4,5,3,3,4,4,4,4,4,4,2,3,4,2,3,3,4,3,4,4,5,4,4,4,2,1,4,6,,5,completing coding tasks
558,34.1928,-118.4886,4,5,4,4,5,5,5,5,3,3,2,2,4,5,2,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1,2,4,2,2,1,1,2,2,2,2,4,4,4,1,2,4,5,,4,"Students are already using Generative AI tools in their daily lives.  I think by bringing these tools into the classroom and demonstrating methods to use them to enhance productivity while maintaining originality of thought, it would enhance student interest in the material while also providing them with a guide on responsible use.  "
444,40.8022,-74.1914,2,2,2,1,4,3,2,2,1,2,1,1,1,4,3,2,2,2,2,1,3,3,3,3,2,3,3,,,,4,5,4,4,4,3,4,,3,3,3,3,4,4,4,2,1,4,6,,5,I don't know. I can't think of any. 
400,34.6038,-118.2295,5,5,5,4,5,5,5,5,4,3,3,3,3,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5,5,5,3,5,3,4,3,4,4,5,5,1,1,4,4,,4,
244,43.1475,-87.905,4,5,4,4,5,4,5,5,4,3,4,3,4,5,5,5,4,3,3,3,5,4,4,4,4,4,4,5,5,4,3,4,3,4,3,3,3,3,2,3,4,5,5,5,5,2,1,4,2,,5,
787,40.7828,-73.9745,4,4,4,1,3,3,2,3,1,1,1,1,4,5,4,3,1,4,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,1,1,2,1,2,2,3,3,4,4,4,3,2,4,2,,5,
243,42.2705,-71.8447,4,5,2,2,2,4,4,4,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,5,3,3,3,5,5,5,5,3,3,3,3,5,5,5,5,2,4,11,,5,
428,42.3996,-71.1246,5,3,5,4,4,4,3,3,1,1,3,1,3,4,2,3,5,5,5,3,1,3,3,1,1,3,4,3,3,3,3,4,3,4,1,1,3,1,1,1,4,2,3,3,3,2,3,2,1,,5,
339,40.8125,-74.2134,4,4,4,3,4,1,3,2,3,1,1,1,1,3,3,4,3,2,2,1,4,3,1,1,1,1,3,3,3,3,2,3,4,3,2,2,3,2,2,2,2,2,3,2,3,2,1,4,3,,5,Help to author teaching materials such as a textbook
496,41.0105,-74.2074,4,4,4,4,4,3,3,2,3,2,3,2,3,4,4,4,3,4,4,3,3,2,4,2,2,3,4,4,4,4,5,5,5,5,4,4,4,4,2,1,2,1,4,4,4,3,1,4,2,,5,It is too early to tell.  It is interesting that you ask about 'engagement' as opposed to other uses (are they asked in subsequent sections?)
509,42.3181,-72.692,4,2,2,2,2,2,2,2,1,2,1,1,1,3,3,2,2,2,2,1,2,3,2,2,1,2,2,3,2,1,5,5,5,5,2,2,2,2,1,2,1,2,2,3,2,2,2,2,1,,5,"It might help them feel less worried about the mechanics of writing and spend more time on generating ideas. Then again, they might outsource idea-generation to AI as well, which means they wouldn't necessarily have to engage at all. "
652,42.2821,-71.8262,4,3,4,5,4,3,4,2,4,5,1,1,1,4,1,2,3,4,1,1,1,4,1,2,1,1,4,5,5,4,4,4,5,5,2,3,5,4,2,2,4,4,5,5,5,3,1,4,8,,5,"When the humans see how utterly stupid the machine is, they'll realize they are still valuable."
189,37.2602,-121.7709,1,1,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,3,1,3,4,1,1,1,1,1,1,1,2,4,5,11,,6,unsure
425,42.2705,-71.8447,4,5,5,5,5,4,3,4,2,3,3,2,4,5,5,5,4,3,5,4,4,4,3,3,4,4,3,3,3,2,5,2,4,5,4,4,5,2,4,4,5,5,5,5,5,3,1,4,1,,5,Students are already using them when feeling pressed for time. Using them responsibly and ethically will help them succeed at university and in their careers. 
574,38.6096,-121.4443,4,4,5,4,4,4,4,5,4,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,2,4,3,4,5,5,4,2,2,2,5,5,5,1,1,4,2,,3,It allows me to create more creative and engaging assignments
283,43.266,-79.9441,4,4,4,4,5,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,5,5,1,1,1,2,4,3,5,4,1,1,1,3,1,2,2,,5,"I am not sure it would enhance student engagement.  For now, it is like a bright, shiny toy - all flash and no substance."
543,42.2478,-73.754,2,2,2,2,3,3,3,3,1,1,2,1,1,4,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,4,2,1,1,1,2,1,1,1,3,3,3,2,2,2,10,Studio Art,5,"I think using it might be interesting for brainstorming and generating content to use in something like collage work where the content is being further manipulated after it is produced. I worry about using it because the visual AI tools seem to use material that is copyrighted, and therefore unethically sourced and used. It seems inappropriate to have students use these tools in my classes until some of these ethical issues are resolved."
537,35.2612,-80.8063,2,4,1,2,4,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,3,2,3,3,2,4,5,5,5,3,3,3,3,3,3,3,3,1,1,1,3,2,2,5,,5,I'm unsure.
612,40.432,-74.2004,1,3,1,4,4,4,4,3,1,1,2,1,1,4,3,4,3,4,3,4,4,4,4,3,2,4,3,3,3,3,5,5,4,5,2,3,3,3,1,1,1,1,3,4,3,2,2,4,1,,5,Generate new ideas & topics
276,40.2459,-74.2813,4,5,4,4,4,5,5,5,2,3,4,1,3,4,4,5,4,5,5,5,4,3,5,2,2,5,5,4,4,4,5,2,4,3,3,3,3,3,5,2,4,4,5,5,4,1,2,4,2,,4,
522,40.3496,-74.2849,4,4,1,3,4,4,4,4,2,2,3,3,3,2,2,2,3,4,4,5,4,4,5,3,3,4,3,4,3,2,4,4,5,5,3,4,2,2,2,1,1,1,4,4,4,2,2,4,2,,4,
3842,41.8502,-87.6736,2,4,1,4,4,3,2,1,1,1,1,1,2,4,3,1,1,2,1,2,2,3,1,1,2,2,3,3,2,2,5,4,5,3,1,1,2,2,3,1,3,3,1,1,1,3,1,4,2,,5,
393,40.8565,-74.1231,2,2,3,2,4,4,2,3,1,1,1,1,1,2,3,3,3,2,2,2,4,4,3,3,4,3,3,3,2,3,5,5,4,5,3,3,3,3,4,4,3,4,4,4,3,3,1,2,5,,5,"I am unsure-though I assume that would be the case, I need to research AI"
502,43.7466,-79.3517,4,4,3,3,4,4,4,4,1,1,2,1,2,4,3,3,4,4,3,4,3,3,3,1,1,1,3,4,3,4,3,4,3,4,3,3,1,1,1,1,3,2,1,4,3,1,1,4,2,,4,Not at all
212,39.2621,-119.9366,5,5,4,4,5,4,4,4,3,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,3,2,3,2,2,2,4,4,4,2,1,4,2,,4,
298,31.9555,35.9435,4,4,2,2,4,3,3,3,2,2,2,2,2,1,1,2,2,3,3,3,4,2,3,2,4,4,2,4,3,2,5,4,4,4,3,4,4,3,2,2,3,2,4,4,4,3,4,4,1,,5,Not sure. Need more practice myself.
423,40.7465,-73.909,4,4,4,4,5,5,5,5,3,4,2,2,2,4,4,4,4,4,5,5,5,5,2,2,4,3,4,4,4,4,4,1,2,4,1,3,3,3,5,5,5,1,5,5,5,1,2,4,3,,5,Students can be taught to use aI as a tool.
435,38.6142,-90.291,3,4,1,2,4,2,2,1,1,1,1,1,1,3,2,2,3,3,2,2,4,3,1,1,1,1,2,3,2,2,2,4,4,5,1,1,1,2,3,3,3,3,2,2,2,3,1,4,2,,5,
375,38.0004,-121.3105,2,2,2,2,4,3,3,3,1,1,1,1,1,5,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,2,4,4,4,4,1,1,1,1,4,4,3,4,3,3,3,2,1,2,7,,5,I do not have enough training or information to answer this question.
293,52.2296,21.0067,4,5,4,4,5,4,4,4,2,3,4,4,5,4,3,4,4,5,5,5,2,2,4,4,4,4,4,4,3,2,5,5,5,5,5,5,4,2,3,2,4,2,5,5,5,1,1,4,2,,5,
252,41.6941,-91.5939,4,4,4,4,4,4,5,5,3,3,1,1,3,5,5,5,5,5,4,5,4,4,3,3,4,4,4,4,5,4,4,4,4,5,3,3,3,4,5,5,5,5,5,5,5,2,1,4,2,,5,
183,41.923,-87.7531,3,4,4,4,2,4,5,4,1,1,3,2,2,2,2,2,3,4,2,3,3,3,4,2,1,2,2,3,2,3,1,2,2,2,3,3,5,3,2,4,3,4,4,4,2,2,1,4,2,,5,
376,40.112,-88.2365,4,4,2,2,3,4,4,4,3,3,2,2,3,3,3,4,3,3,3,3,4,4,2,2,3,4,4,4,3,3,5,3,3,5,3,3,3,3,3,3,1,2,4,4,4,2,2,4,2,,4,
425,41.923,-87.7531,3,4,3,2,3,4,4,4,3,1,3,2,3,2,2,2,4,4,4,4,3,3,4,3,3,4,3,3,3,2,4,1,2,2,3,3,4,3,2,1,2,2,4,3,4,3,4,2,11,,5,I'm not certain as I haven't tried it yet.   
426,40.251,-74.0504,5,5,5,5,4,5,5,5,4,4,4,2,5,5,5,5,5,5,5,5,5,5,4,2,2,5,5,5,5,5,3,1,1,4,3,3,3,3,5,1,1,5,5,5,5,3,1,2,1,,5,"I use them to generate graphics, patterns for test review, using audio, great for practicing language, which is my field."
344,29.5799,-95.6085,2,4,4,4,4,3,5,5,1,1,2,1,3,4,2,2,3,5,4,4,5,5,5,4,4,4,3,3,3,3,4,4,4,5,3,4,2,2,2,2,2,2,5,5,5,2,2,4,2,,5,
300,29.675,-95.486,4,4,4,4,4,4,5,4,3,3,3,1,3,2,2,4,3,4,4,4,3,3,4,2,3,4,4,4,4,4,5,5,5,5,3,2,4,2,4,4,4,4,5,5,5,1,1,4,2,,4,It's a tool that we should incorporate into our courses. It is something that our students will use in their futures--so ignoring it doesn't seem wise.
457,40.1047,-88.2062,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,3,4,4,4,2,1,2,2,,1,
292,41.9555,-87.6613,5,5,4,3,4,4,5,5,3,4,5,2,4,3,3,4,4,5,5,5,4,4,4,3,3,4,4,4,4,3,2,2,4,3,4,3,3,5,5,2,2,5,5,5,5,3,1,1,2,,3,case study chatbots; consistent essay grading.
420,41.7697,-87.6985,5,5,4,4,4,5,5,5,4,4,3,5,5,4,4,4,5,5,5,5,5,4,3,5,5,5,5,4,4,5,4,2,2,4,2,4,3,3,2,2,3,4,5,5,5,2,1,4,7,,5,
640,42.2917,-71.7858,4,4,4,2,3,3,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,2,4,4,4,5,2,2,2,2,2,4,3,3,4,4,4,1,1,4,7,,3,Students already are using genAI so incorporating them in class and helping students learn the promise and pitfalls could be a good start.
546,40.3942,-111.8483,5,4,4,4,4,5,5,5,4,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,2,2,2,4,3,4,5,5,5,5,5,5,5,5,5,2,1,4,2,,5,It can help them develop a preliminary response to a question if we gave them time to use it.
2029,40.112,-88.2365,4,5,5,3,4,5,5,5,2,4,3,3,5,4,4,4,3,4,3,4,4,5,3,3,3,4,4,4,4,4,4,4,4,5,,,,,,,,,,,,1,4,4,2,,4,
393,40.6657,-75.3364,4,4,3,3,4,4,4,4,3,2,2,1,3,4,4,4,3,4,4,4,4,3,2,2,4,4,4,4,4,2,4,2,2,4,3,4,3,4,4,3,4,4,4,4,4,2,2,4,8,,5,Creating activities and questions to assist student-centered learning
290,40.112,-88.2365,4,4,2,2,4,3,2,2,1,1,1,1,2,4,3,4,1,2,1,1,3,2,3,2,2,3,4,4,4,5,2,4,4,1,3,1,1,3,4,4,4,4,1,1,1,1,2,3,2,,3,
179,41.6622,-91.5149,5,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,5,3,4,4,4,5,4,4,4,5,5,5,2,1,2,2,,5,As a place to start the conversation
426,43.0421,-87.936,5,5,5,2,4,2,4,3,2,1,3,1,3,5,5,5,4,3,3,3,2,2,3,2,1,4,5,5,4,4,5,4,4,5,1,1,3,4,2,1,4,5,2,2,2,3,1,3,2,,5,Spur instructor focus on more value-added assignments and in-class activities
91383,40.8342,-74.1014,1,1,1,1,1,1,1,1,2,2,3,2,5,5,4,4,5,5,5,5,4,4,4,5,4,4,5,5,4,4,5,4,4,4,2,3,2,2,4,2,1,2,3,4,4,1,1,4,4,,3,The use of Generative AI tools in teaching can enhance student engagement in the classroom by providing personalized learning experiences and interactive content that caters to individual learning styles.
488,29.7738,-95.406,4,4,4,4,4,4,5,5,2,5,1,3,1,4,4,4,3,4,3,3,2,4,3,3,3,3,4,4,4,2,1,1,2,4,4,2,3,3,4,1,5,4,4,4,4,3,2,2,2,,3,Students writing strongly benefits from their use of AI.  
268369,41.7415,-87.5962,4,4,4,3,4,5,5,4,4,5,4,5,4,4,3,4,4,5,4,4,4,4,4,5,4,5,4,5,5,4,4,3,3,4,3,3,3,4,3,2,3,3,4,4,4,1,1,4,4,,3,
550,41.6622,-91.5149,3,4,3,4,4,2,2,2,1,1,1,1,1,4,2,3,1,1,1,1,3,2,1,1,2,1,3,3,3,3,5,5,5,5,4,3,4,4,3,2,4,4,1,1,1,1,2,4,4,,4,"To me, one of the best uses for Gen AI that I've seen other instructors incorporate into their classes are exercises that demonstrate its limitations. For instance, use Gen AI to write code (Python, SQL, etc.) answering a prompt, then analyze that code and see what it got correct/incorrect, then dig deeper to determine why it got certain elements incorrect. Did it miss context that a human would have understood? Did we provide an ambiguous prompt? Has it learned ""bad"" solutions from previous interactions that are carrying forward? This type of activity encourages students to think critically about Gen AI in specific as well as emerging technology in general."
90375,41.6622,-91.5149,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,5,4,5,5,4,4,4,5,5,5,5,5,1,1,4,2,,5,Chatbots that students can interact with.  The chatbots can have specific purposes
305,40.1016,-88.2822,4,4,5,3,4,5,5,4,3,3,2,3,3,3,4,4,3,3,3,3,5,3,3,3,4,4,3,3,3,3,4,2,3,3,4,4,3,3,3,4,3,4,5,5,5,1,2,4,7,,2,connect them with real life examples; prepare them for future workplace
336,40.073,-88.1706,4,4,3,2,2,5,5,4,2,1,3,4,4,3,2,2,4,3,4,4,4,4,4,4,4,4,2,2,1,1,5,2,3,4,,,,,,,,,,,,3,1,2,2,,5,
338,29.6865,-95.4337,4,4,4,3,4,4,5,5,1,1,1,4,1,4,5,5,4,5,4,4,3,3,3,4,1,4,4,4,3,3,2,4,3,4,3,3,3,4,4,2,4,4,4,4,4,3,1,3,2,,5,It can serve as a starting point for generating ideas on how to address problems in the business aspects of healthcare.
375,37.9681,-122.5119,4,4,3,4,4,4,5,5,5,4,4,1,4,4,2,4,5,5,5,5,5,5,5,3,5,5,4,4,2,4,5,1,2,4,1,4,1,1,1,1,1,1,5,5,5,3,2,4,2,,5,"Help them expand their thinking about a topic, helping them evaluate their answers to questions, helping them find information on a topic...etc."
309,37.3897,-122.0832,4,4,4,4,4,4,4,5,3,3,4,3,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,2,5,4,3,3,4,3,4,2,3,2,4,4,4,3,2,4,7,,5,"Make it more fun for students; give them fun group activities to do in class; help them get ""un-stuck"" when they're at a loss and/or too anxious to start an assignment"
236,40.7667,-74.0311,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,4,3,5,5,5,5,5,5,4,5,1,2,5,5,5,5,4,2,5,4,5,5,5,1,2,4,2,,4,Create a better prompt for discussion questions; Revise the instructions and rubrics; Make the PPT slide contents more concise
