Duration (in seconds),LocationLatitude,LocationLongitude,AW_1,AW_2,AW_3,AW_4,AW_5,ATT_1,ATT_2,ATT_3,USE_1,USE_2,USE_3,USE_4,USE_5,SE_1,SE_2,SE_3,PENJ_1,PENJ_2,PENJ_3,PENJ_4,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,EE_1,EE_2,EE_3,EE_4,PR_1,PR_2,PR_3,PR_4,SI_1,SI_2,SI_3,SI_4,FC_1,FC_2,FC_3,FC_4,BI_1,BI_2,BI_3,Age,Gender,Education,Field_Teaching,Text_Field,Experience,Open_ended,Q19
1460,28.0406,-82.3951,5,3,5,5,5,4,4,4,4,3,3,3,4,3,3,3,5,5,5,5,3,3,5,3,4,5,5,5,5,4,4,4,2,5,2,3,4,3,1,5,5,3,5,4,3,2,2,3,5,,4,"The use of generative AI tools in my teaching has enhanced by all my students not learning for real all they do is chatGPT they work so that SHII is never original, also I need this money so imma just put anything I love Kingsley so much imma be the mother of his kids I will have his kids and we will be married because that’s my baby and I love him and no one else and after this I’m going to delete the weird SHII out of my archive on instagram ",4
303,32.8209,-97.1765,4,4,4,4,4,1,1,1,1,1,1,1,1,5,3,4,1,1,1,1,1,1,1,1,1,1,3,3,4,4,5,5,5,5,5,3,5,5,2,1,1,1,1,1,1,3,1,2,2,,4,"curiosity, mostly, then to use it to avoid learning",4
138,41.804,-87.707,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,2,2,2,5,,3,Because I don't know what to do with it but I don't ,3
378,32.4301,-80.6694,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,5,5,5,5,2,1,2,3,,3,By adding values to the students life,1
325,35.8437,-86.3881,4,4,3,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,4,4,4,4,4,4,3,3,3,3,5,5,5,2,2,4,3,,5,"I can use it to help my students discover more teaching strategies, incorporate better research, and create more exciting lessons.",4
278,25.7277,-80.3716,4,4,3,2,4,4,4,5,3,3,4,3,2,4,3,4,3,3,3,3,4,4,4,3,4,3,5,5,5,4,3,4,3,4,5,3,3,4,2,1,2,2,4,4,3,3,1,2,4,,3,Ai is appealling more frequently among students,2
601,30.181,-92.0477,4,5,4,2,5,5,5,5,2,2,5,4,4,4,5,5,4,5,5,5,4,4,5,5,2,4,4,4,4,3,4,5,5,4,4,3,3,3,1,1,1,2,4,5,5,2,1,4,6,,4,I will help reduce my teaching activity by answering students' questions by AI.,2
335,41.8388,-87.7891,4,4,4,4,5,4,4,3,3,4,2,2,3,2,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,5,2,5,5,4,4,5,3,4,5,5,4,4,4,5,5,2,1,2,1,,5,It can generate discussion questions to add to my classroom activities. ,2
251,45.5288,-122.6821,4,4,4,4,4,3,3,3,1,1,2,3,4,4,3,4,3,4,4,3,3,3,4,4,3,4,3,4,4,3,5,5,5,5,2,3,2,2,3,1,4,4,4,4,4,2,1,2,10,Library ,5,It could automate tasks or help generate ideas.,1
243,43.4336,-76.4779,4,4,3,4,4,2,2,2,1,2,1,1,1,5,4,4,3,2,3,2,3,4,3,2,3,3,3,3,3,1,5,2,4,5,1,1,1,1,4,4,4,4,3,2,2,2,2,4,1,,5,"Using it for information/digital literacy; how to assess good/bad sources will promote discussion, critical analysis + engagement",1
306,41.161,-80.6855,4,4,3,3,3,4,4,4,3,2,3,1,3,4,2,3,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,3,4,4,3,3,4,4,3,3,4,4,5,4,4,2,2,2,9,,4,Provide opportunities to apply information in a hands-on scenario,2
137,37.8479,-81.9961,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,2,2,3,5,5,4,1,5,5,4,1,3,3,5,2,1,2,8,,4,Ai is ,1
451,38.8739,-82.8548,2,2,2,2,3,4,3,4,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,1,5,5,5,4,3,4,4,4,2,1,1,1,4,4,4,3,1,3,2,,5,AI tools could help to generate more up to date relevant materials for the classroom. ,3
178,41.871,-87.6289,2,2,3,3,3,2,1,1,1,1,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,2,4,8,,5,I have no idea.,1
4498,34.7448,-92.2883,4,4,5,3,4,2,3,2,4,3,5,4,3,4,4,5,4,5,3,1,4,3,5,3,4,3,4,5,5,4,5,5,5,4,4,4,2,4,5,3,4,2,5,3,4,2,1,2,2,,5,It could make it easier for my students to study ,1
129,42.3912,-71.0882,4,3,3,4,2,4,2,3,4,3,4,4,3,3,4,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,3,4,4,2,2,5,3,5,4,4,3,2,4,4,3,2,1,4,2,,3,It could enhance student engagement by allowing it to draw up data pulled from multiple sources or creating images that could display exactly what I’m thinking in seconds.,4
645,27.8485,-82.7944,4,4,2,3,4,3,2,2,3,2,2,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,2,2,2,2,5,4,5,5,4,4,4,3,3,3,2,2,3,3,3,3,1,2,6,,5,"If used properly, i believe it aids in their creating abil;ity.",4
548,45.5355,-73.761,4,4,3,3,3,4,5,5,3,4,3,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,3,4,2,4,4,4,5,3,3,4,4,3,4,5,5,5,5,5,5,2,2,8,,5,Its very help,3
262,43.6508,-79.4803,1,3,3,3,4,4,4,4,5,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,4,2,3,4,4,3,4,1,4,3,3,4,4,1,3,2,3,2,4,4,2,1,3,4,,2,it can be very interactive ,3
1867,38.6921,-93.2383,4,4,3,3,4,4,4,4,2,1,2,1,2,5,5,5,3,4,3,4,4,4,4,3,3,4,3,3,4,3,5,4,4,4,5,5,4,4,4,4,3,5,5,5,5,2,2,2,1,,5,"In musical analysis Students could compare the AI product with their own wor, and ask questions about why the analysis differs",4
356,45.7454,-107.6087,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,2,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,3,2,2,8,,5,It will allow students to improve their research skills to improve their overall knowledge of a subject.,2
414,26.4525,-80.1562,4,4,3,4,5,2,2,3,1,1,1,1,1,4,3,3,3,2,2,2,2,2,2,2,2,2,4,4,3,2,5,5,5,5,3,2,2,1,4,2,5,4,2,2,2,3,1,2,9,,4,"I need to know what the students think and how they express themselves, particularly in documents that may be submitted to courts.",4
325,42.5851,-83.287,2,2,2,2,3,3,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,10,Music,4,Don’t know,4
546,44.3482,-78.7329,4,5,3,4,4,5,5,5,4,3,2,3,3,4,4,4,5,5,5,4,5,4,4,4,5,4,3,4,3,3,1,2,3,4,2,4,5,4,5,3,5,4,5,5,5,2,1,2,4,,5,less time doing menial tasks,1
718,43.1475,-87.905,5,5,4,5,5,5,5,4,2,2,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,3,5,4,5,4,4,5,4,4,4,3,4,2,1,4,4,,4,I think it could help I many different ways ,1
117,46.6828,-68.0169,5,5,4,5,5,5,4,5,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,3,4,5,4,2,1,4,6,,5,useful,3
424,35.1871,-106.6659,4,3,5,4,5,4,3,5,3,4,5,5,3,4,4,2,4,4,4,4,4,3,5,4,5,3,4,5,3,5,5,5,4,5,4,5,3,4,4,4,4,3,4,4,2,2,2,4,7,,5,I believe it could ,2
5519,39.0056,-96.2948,4,3,2,2,3,2,2,2,1,1,1,1,1,3,2,3,2,2,3,3,2,2,3,2,1,2,3,3,3,4,2,5,4,4,3,2,3,2,3,3,3,3,1,2,1,2,1,2,8,,5,I might increase interest just because students like to see that you are up to date with the newest technology.,4
393,45.4889,-73.7931,5,5,5,5,5,4,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,5,5,4,4,5,5,4,2,2,3,7,,4,Comprehensive ,2
252,42.428,-71.0618,4,4,3,4,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,2,7,,5,I'm not sure,4
990,41.3571,-72.9334,1,3,1,2,4,3,3,4,1,2,2,2,2,4,4,4,3,4,3,4,3,3,3,4,4,4,2,1,2,1,4,4,3,4,1,1,3,3,1,1,1,1,3,4,3,4,2,2,5,,5,"Present a way to more clearly understand the patient experience in the process of psychosise, depression  and other psychiatric disorders.rstand the ",2
644,33.8351,-117.8652,4,4,3,2,5,4,3,4,2,1,2,3,5,2,2,3,3,4,5,5,4,4,3,5,2,2,4,5,3,5,3,2,4,4,3,4,2,2,3,5,5,3,3,4,2,2,1,2,2,,2,It will make a useful study tool as I’ve seen how effective using AI can be for studying for midterms and finals.,2
612,41.9014,-88.7515,4,3,4,4,5,2,1,1,1,1,1,1,1,2,1,2,3,1,1,1,3,1,1,3,3,2,3,3,3,3,5,5,5,5,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,,5,I have no idea. Students don't want to do anything.,1
434,38.2723,-121.2976,4,5,4,5,4,4,5,4,3,4,5,4,5,4,5,4,4,5,4,5,4,4,5,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2,1,2,1,,3,,1
1046,36.8214,-119.7218,4,5,4,5,4,5,4,5,3,4,5,4,3,4,5,4,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2,1,2,1,,3,,1
1603,38.6226,-121.3885,4,5,4,5,4,4,5,4,3,4,5,4,3,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2,1,2,1,,3,,1
167,33.4443,-86.7536,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,2,1,4,1,,5,I used it every day because it’s helpful,1
257,31.5844,-90.4486,5,5,5,5,5,5,4,4,1,2,2,2,2,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,4,3,1,5,5,3,4,4,2,1,4,6,,6,It could allow for better quality work.,1
539,52.157,-106.5614,4,4,4,4,4,4,5,4,3,3,2,2,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,3,5,4,4,4,3,3,3,4,4,3,4,5,4,4,5,2,1,4,8,,5,New material and trends ghat AI van provide will pique student's interest in learning. ,3
202,39.211,-76.8362,5,5,5,5,5,4,3,4,3,3,4,3,3,4,5,4,5,5,4,5,5,5,5,4,5,4,2,2,2,1,4,4,4,5,3,4,5,4,4,5,4,5,5,5,5,2,2,2,3,,4,Create more channels for learning ,4
195,39.9486,-75.2339,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,3,4,4,4,5,4,4,4,5,5,5,5,5,2,2,3,2,,3,Teachermatic,2
1086,28.4986,-81.5353,4,4,3,5,4,4,3,5,2,2,3,2,4,4,3,4,4,4,4,4,5,5,5,3,2,3,4,4,4,3,5,4,5,5,3,2,1,4,2,2,1,1,4,4,4,2,1,4,10,Mental health counseling masters program ,5,Comes up with great process questions and thoughts for in classroom activities ,1
349,40.488,-74.4544,4,4,3,4,3,4,4,5,2,2,2,4,4,2,5,4,3,4,4,4,4,4,4,4,5,5,3,3,3,3,2,2,5,5,3,3,4,4,5,3,2,5,4,4,4,2,2,4,10,college success strategies,5,I am not really sure,4
368,37.0701,-88.6769,4,5,4,5,4,4,5,4,3,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,5,2,1,2,1,,3,,1
447,26.4018,-80.1828,5,1,1,1,1,5,5,5,4,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,4,4,5,5,4,3,3,4,4,2,4,4,4,4,4,2,2,3,1,,5,It could make my contribution less esoteric and more interesting. ,2
606,35.2296,-80.843,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,2,2,3,9,,4,It can help Lot and less time comsuming,3
312,43.5119,-79.6299,4,5,5,4,5,2,2,2,1,2,1,2,3,4,5,4,2,4,2,2,4,1,2,4,2,2,2,3,4,4,5,5,5,5,4,4,2,2,2,2,2,1,4,2,2,2,2,4,8,,5,It is not beneficial for my students ,1
520,40.6877,-73.9267,5,5,4,4,5,4,4,3,3,3,3,2,3,5,5,4,4,4,4,5,5,4,4,2,3,3,4,4,5,4,5,5,5,5,4,4,3,2,4,4,5,5,4,4,4,5,2,4,3,,5,"Because using AI is so new, using it in the classroom will engage students more because they will be interested in learning how it works.",1
452,36.5754,-121.8488,1,2,2,2,1,3,3,3,2,2,1,2,1,2,1,4,3,4,3,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,2,3,3,4,4,4,5,4,4,4,2,1,2,9,,4,Can be used to show specific images ,2
558,42.2979,-83.0527,3,4,4,3,3,3,3,3,2,3,1,1,2,4,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,4,3,2,2,3,3,2,3,3,3,3,4,3,1,4,3,,5,Not sure.,1
640,28.0791,-82.5245,5,3,4,4,5,5,3,5,4,2,4,4,3,4,3,5,5,4,5,4,4,5,4,5,4,4,4,5,4,4,1,1,1,1,2,1,4,2,5,4,5,3,3,4,4,2,1,2,2,,4,"AI tools can be used to customize learning plans for students, helping them improve their grades and enhance their enthusiasm for learning.",1
291,42.4649,-83.3684,4,4,2,4,5,2,1,1,1,1,1,1,1,5,4,3,1,1,1,1,2,1,1,1,2,1,5,5,5,4,5,5,5,5,4,3,4,1,4,2,5,4,1,3,1,2,2,4,1,,5,I could make materials that look attractive or use it to generate more review-type exercises.,3
544,38.7783,-77.1219,4,4,4,4,4,4,3,3,2,2,3,2,3,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,4,,4,It can bring you better clarification on what you are researching. ,4
370,35.4234,-97.5232,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,2,1,1,2,4,3,5,4,5,4,5,4,5,5,5,2,1,2,10,Astrophysics,4,It gives students an easier way to understand and it also gives them a more rapid pace for having the knowledge they need,1
203,29.6654,-95.7245,3,3,4,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,4,6,,4,I don’t think it’s helpful.,4
489,43.7282,-79.2323,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,4,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,4,4,4,3,4,2,2,2,3,3,4,3,2,2,3,3,,5,Time will tell.,4
386,32.5195,-96.8105,2,2,2,2,3,3,3,2,2,2,2,2,3,4,4,3,4,3,2,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,2,2,2,2,4,3,4,3,4,4,4,3,2,3,3,,5,I am not sure. I’m just learning about how they work. ,4
175,30.0043,-95.1747,4,5,4,5,4,4,5,5,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,4,4,5,4,5,4,2,4,5,4,4,5,4,5,3,4,5,5,2,4,4,5,2,2,2,1,,4,I think it can help give me an easier time setting up a schedule for certain difficult topics.,1
666,39.9597,-75.1995,4,4,2,4,4,3,4,4,3,3,4,2,4,4,2,4,4,4,2,4,4,4,4,3,2,4,2,2,2,2,2,4,4,4,4,4,3,4,2,2,4,3,4,4,4,2,2,2,1,,2,"We need to keep up with the tech our students are using, so it is imperative to integrate AI.",4
252,42.9547,-82.281,3,2,2,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,3,3,2,1,5,5,5,5,3,3,3,3,3,3,3,3,1,2,2,2,2,4,6,,5,I have no idea,1
315,41.1954,-85.1177,5,5,5,4,4,5,5,5,4,4,3,4,5,4,4,4,4,5,5,5,5,4,4,4,5,4,5,5,5,5,4,4,3,4,5,5,5,5,4,4,5,4,5,5,5,2,1,2,3,,5,I can use AI to develop engaging and creative lesson plans over my content area.,1
418,33.8578,-117.7869,3,4,3,4,4,3,4,3,3,2,2,3,3,3,2,3,3,3,3,3,4,4,4,3,3,4,3,3,2,3,5,5,5,4,3,3,3,3,4,4,4,4,4,4,4,2,2,4,1,,5,It might help but I still prefer my own way of teaching style.,4
254,45.461,-122.7052,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,4,5,3,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,2,2,4,7,,5,They are a huge help to the students ,1
344,49.2079,-122.4892,4,4,4,4,5,3,2,2,2,1,2,1,1,3,4,3,3,3,3,3,4,1,1,1,2,2,4,4,4,4,3,3,4,5,2,2,3,3,3,3,3,3,3,4,3,2,2,4,6,,4,"Asking directly for ideas of how to teach specific topics to a particular audience using activities. Generating artwork for scientific diagram,ms, but this is definitely not a reliable capability yet.",1
532,37.2821,-121.831,4,2,2,2,1,3,4,3,1,1,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,5,5,3,3,3,3,2,5,3,3,3,3,3,3,1,4,4,,5,It will enable creative learning if used in an appropriate manner.,1
365,41.7405,-87.6587,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,2,1,3,3,,5,It’s relevant & innovative ,1
282,39.9544,-75.1657,2,2,2,3,2,2,1,2,2,1,2,1,3,2,3,4,3,2,2,2,3,3,3,2,2,3,2,2,2,3,5,5,5,5,2,2,3,3,3,3,4,3,2,2,3,2,1,3,7,,5,I have. Thought of developing notes and rubrics ,4
283,36.2099,-81.6724,4,4,3,3,3,4,4,4,1,2,3,3,4,4,2,3,3,2,3,3,4,3,3,3,4,4,2,2,2,2,5,4,4,3,3,4,3,4,4,3,3,4,4,4,4,2,1,3,10,Library,5,reaction based learning,2
209,34.0014,-84.0144,4,4,3,4,4,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,3,1,1,1,3,1,1,3,1,1,1,3,1,4,7,,5,I don't.,2
568,43.6381,-84.2029,1,3,1,2,3,1,1,1,1,1,1,1,1,4,4,3,3,1,1,1,3,1,3,1,2,2,3,3,3,3,4,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2,2,2,8,,5,Not at all,2
242,32.799,-79.9571,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,2,4,4,4,4,2,3,3,4,3,4,3,3,3,3,3,2,1,2,1,,3,It can create new ways for them to engage with each other.,4
458,28.5009,-81.3185,5,4,3,4,5,3,4,5,5,4,3,2,3,5,3,4,4,5,3,3,5,4,3,2,1,2,1,2,3,4,5,4,3,5,4,1,2,4,5,4,3,2,1,2,3,2,2,4,3,,5,I think Generative AI tools will be very helpful for the students and it’s an excellent tool for them.,1
655,39.2756,-77.2115,4,4,4,3,4,4,4,4,2,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,2,4,3,,5,It will save time.,4
335,35.1947,-80.744,4,2,3,4,2,1,1,3,2,2,3,4,2,4,5,4,5,5,3,4,4,2,5,2,4,4,4,3,2,4,1,3,5,3,5,2,3,1,5,2,4,5,5,3,4,5,2,4,3,,3,I think it’s all right but students cheat ,2
400,40.8019,-73.9285,3,4,2,2,5,3,3,2,2,1,1,1,2,3,3,3,3,3,2,3,4,3,3,3,2,3,1,3,1,1,4,3,4,4,1,1,1,1,3,3,3,3,3,3,3,3,2,4,7,,3,I’m not really sure,4
539,47.8561,-121.9467,5,4,5,5,5,4,5,5,4,4,4,3,4,4,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,2,3,2,4,4,5,4,4,4,4,4,4,5,5,5,3,2,3,6,,4,Editing classroom training so that it is comprehensive but succinct ,1
964,45.5304,-73.349,2,2,4,4,2,4,1,1,2,2,3,3,1,5,5,5,4,1,4,4,1,1,1,1,1,1,2,2,1,2,5,4,3,3,2,4,2,3,5,4,4,5,4,4,4,4,2,2,8,,5,,4
262,26.4525,-80.1562,3,4,3,4,4,4,4,4,3,3,3,3,2,4,4,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,5,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,1,2,2,,5,Easy learning experience,4
288,33.8775,-84.5017,4,4,3,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,4,3,4,2,3,3,3,3,3,4,4,5,3,5,4,3,3,4,2,2,4,2,4,4,4,3,2,3,1,,5,"It will lend itself to more creativity and engagement, which will be great for students",4
155,39.0005,-76.9712,4,5,5,4,4,4,5,3,3,2,4,3,4,5,4,3,4,3,5,3,5,4,3,5,4,3,5,4,3,2,4,3,5,4,4,3,4,4,4,2,4,5,5,4,5,1,2,2,4,,4,I think it’s an effective way for my students to learn.,1
358,43.6426,-79.4002,5,4,4,4,4,3,4,3,1,1,1,2,4,4,3,4,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,4,5,5,3,4,3,3,3,4,4,4,5,4,5,1,1,3,5,,2,It could cultivate greater engagement and stimulate conversation.,4
165,38.8842,-76.9941,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,2,3,3,,3,"I honestly believe it is amazing but quite scary at the same time, many jobs will be taken over!",1
342,33.6139,-84.0657,4,5,5,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,3,4,5,4,5,4,4,4,4,5,4,3,3,4,3,4,5,3,3,4,3,4,4,3,4,4,3,1,1,3,4,,2,It’s Can make things more fun,4
332,25.761,-80.2325,4,4,3,3,4,4,4,4,3,3,4,3,4,5,4,4,5,5,5,5,3,3,5,4,4,5,5,5,3,4,3,3,5,4,4,4,3,3,4,2,5,3,5,5,5,2,1,3,4,,4,Generative AI tools will enhance classroom by allowing students to have more free time to engage with instructors due to less time being required to complete research work.,4
